video,topic
TV-20240118-2021-0400.webl.h264,1
TV-20221103-2021-4800.webl.h264,1
TV-20221227-2022-0600.webl.h264,0
TV-20220707-2021-1500.webl.h264,1
TV-20230323-2029-0000.webl.h264,1
TV-20231026-2021-5900.webl.h264,5
TV-20220329-2021-0300.webl.h264,0
TV-20231130-2023-0600.webl.h264,-1
TV-20231123-1045-0800.webl.h264,1
TV-20230801-2024-0700.webl.h264,-1
TV-20220208-2022-0400.webl.h264,3
TV-20230622-2025-3200.webl.h264,4
TV-20240130-2023-3200.webl.h264,-1
TV-20230622-1524-3000.webl.h264,1
TV-20230727-2022-3900.webl.h264,4
TV-20220705-2022-3800.webl.h264,-1
TV-20230420-2021-3700.webl.h264,4
TV-20220324-2021-3600.webl.h264,0
TV-20231017-2022-3600.webl.h264,5
TV-20230613-2020-1000.webl.h264,2
TV-20221124-2021-4100.webl.h264,1
TV-20221215-2023-2800.webl.h264,-1
TV-20220816-2019-5900.webl.h264,2
TV-20230105-2021-1300.webl.h264,3
TV-20220818-2022-0300.webl.h264,2
TV-20230330-2024-4800.webl.h264,-1
TV-20230502-2024-3700.webl.h264,-1
TV-20220802-2020-4000.webl.h264,1
TV-20221108-2019-2800.webl.h264,1
TV-20230511-1312-4800.webl.h264,1
TV-20231003-2040-0200.webl.h264,-1
TV-20230928-2021-1400.webl.h264,4
TV-20221220-2021-3900.webl.h264,-1
TV-20230530-2021-1100.webl.h264,-1
TV-20230302-2054-1300.webl.h264,3
TV-20220222-2022-4100.webl.h264,0
TV-20230117-2044-4100.webl.h264,-1
TV-20221011-2021-1400.webl.h264,0
TV-20221027-2049-2300.webl.h264,-1
TV-20230228-2020-2900.webl.h264,2
TV-20220519-2024-2500.webl.h264,-1
TV-20240206-2021-0200.webl.h264,4
TV-20230822-2023-0100.webl.h264,0
TV-20231226-2326-2300.webl.h264,4
TV-20220505-2026-3700.webl.h264,0
TV-20220111-2050-1700.webl.h264,-1
TV-20220811-2019-4000.webl.h264,4
TV-20221020-2024-5400.webl.h264,-1
TV-20230124-2026-4900.webl.h264,-1
TV-20221201-2021-5100.webl.h264,3
TV-20240229-2022-2200.webl.h264,0
TV-20221115-2020-0600.webl.h264,0
TV-20230831-2024-4100.webl.h264,1
TV-20230321-2020-2900.webl.h264,2
TV-20230919-2021-4800.webl.h264,0
TV-20221101-2121-1500.webl.h264,4
TV-20221011-1457-0100.webl.h264,0
TV-20231214-2021-5600.webl.h264,-1
TV-20220804-2022-0500.webl.h264,4
TV-20231102-2033-5100.webl.h264,5
TV-20230511-2119-3500.webl.h264,4
TV-20230427-2023-3900.webl.h264,1
TV-20230404-2020-0600.webl.h264,3
TV-20220901-2020-1300.webl.h264,2
TV-20230509-2022-0400.webl.h264,0
TV-20230914-2020-1700.webl.h264,4
TV-20220414-2021-4100.webl.h264,-1
TV-20221025-2022-0200.webl.h264,-1
TV-20230711-2038-3600.webl.h264,-1
TV-20220510-2024-3900.webl.h264,-1
TV-20230509-1700-2100.webl.h264,0
TV-20220922-2020-3200.webl.h264,-1
TV-20230808-2021-3700.webl.h264,-1
TV-20221004-2020-5900.webl.h264,0
TV-20231024-2020-4900.webl.h264,5
TV-20220201-2021-2400.webl.h264,2
TV-20220719-2020-3200.webl.h264,0
TV-20240125-1552-2500.webl.h264,1
TV-20220224-2029-1800.webl.h264,0
TV-20220503-2038-2800.webl.h264,3
TV-20220616-2020-2400.webl.h264,-1
TV-20230103-2022-2400.webl.h264,1
TV-20220217-2029-2900.webl.h264,0
TV-20220526-2022-0300.webl.h264,0
TV-20230411-2022-5100.webl.h264,2
TV-20220920-1242-0200.webl.h264,-1
TV-20240314-1455-1500.webl.h264,-1
TV-20231128-2022-4100.webl.h264,5
TV-20221129-2021-1500.webl.h264,-1
TV-20220607-2020-4100.webl.h264,0
TV-20240328-2023-0300.webl.h264,-1
TV-20240213-2039-5700.webl.h264,5
TV-20231026-1222-2900.webl.h264,5
TV-20231010-2041-4400.webl.h264,5
TV-20220915-2050-5100.webl.h264,-1
TV-20240208-2022-4300.webl.h264,-1
TV-20240319-2022-1400.webl.h264,-1
TV-20220913-1342-4500.webl.h264,1
TV-20230926-2036-4800.webl.h264,2
TV-20220726-2021-0700.webl.h264,2
TV-20220127-2020-5500.webl.h264,3
TV-20230606-2021-3100.webl.h264,0
